CDVEH;CF;MES;CAMION;CDA;CANAL
C8Y839;568;1;1;Comas;Tradicional
F1B868;538;1;1;Comas;Tradicional
Y1C805;617;1;1;Comas;Tradicional
A4Y877;590;1;1;Comas;Tradicional
F1B795;608;1;1;Comas;Tradicional
A4Y858;589;1;1;Comas;Tradicional
D0Z940;593;1;1;Comas;Tradicional
F1B776;533;1;1;Comas;Tradicional
B9M899;546;1;1;Comas;Tradicional
F1F920;541;1;1;Comas;Tradicional
F3C899;581;1;1;Comas;Tradicional
F6W887;536;1;1;Comas;Tradicional
A4Y875;605;1;1;Comas;Tradicional
F1F921;539;1;1;Comas;Tradicional
F4V765;581;1;1;Comas;Tradicional
D9D933;607;1;1;Comas;Tradicional
ASI779;594;1;1;Comas;Tradicional
F4T834;560;1;1;Comas;Tradicional
F1A919;557;1;1;Comas;Tradicional
ASI712;674;1;1;Comas;Tradicional
F4T831;592;1;1;Comas;Tradicional
F1F947;563;1;1;Comas;Tradicional
ASI750;602;1;1;Comas;Tradicional
F3C912;610;1;1;Comas;Tradicional
B7Y838;590;1;1;Comas;Tradicional
F4U933;588;1;1;Comas;Tradicional
ASI776;580;1;1;Comas;Tradicional
ASI837;493;1;1;Comas;Tradicional
F2X797;606;1;1;Comas;Tradicional
F4S910;633;1;1;Comas;Tradicional
F1B791;657;1;1;Comas;Tradicional
F4S824;704;1;1;Comas;Tradicional
F4S925;579;1;1;Comas;Tradicional
D0Z946;435;1;0;Comas;Tradicional
D0Z946;405;1;0;Comas;Tradicional
D0Z946;410;1;1;Comas;Tradicional
B9F887;573;1;1;Comas;Tradicional
F4T749;556;1;1;Comas;Tradicional
D6E758;652;1;1;Comas;Tradicional
D4K756;697;1;1;Comas;Tradicional
F1G756;584;1;1;Comas;Tradicional
F1G701;655;1;1;Comas;Tradicional
D4Q705;703;1;1;Comas;Tradicional
F4S843;548;1;1;Comas;Tradicional
F1D845;480;1;1;Comas;Tradicional
F1D845;365;1;0;Comas;Tradicional
ASE867;660;1;1;Comas;Tradicional
ASB766;627;1;1;Comas;Tradicional
F1A918;630;1;1;Comas;Tradicional
D0Y713;656;1;1;Comas;Tradicional
ASB839;602;1;1;Comas;Tradicional
F3R889;538;1;1;Comas;Tradicional
F1G758;590;1;1;Comas;Tradicional
F5I947;685;1;1;Comas;Tradicional
F1D843;720;1;1;Comas;Tradicional
F1D843;351;1;0;Comas;Tradicional
F1D843;497;1;0;Comas;Tradicional
F1C802;749;1;1;Comas;Tradicional
A4Y877;633;1;1;Comas;Tradicional
A4Y858;616;1;1;Comas;Tradicional
B9M899;549;1;1;Comas;Tradicional
B8Q838;551;1;1;Comas;Tradicional
A4X925;579;1;1;Comas;Tradicional
A4X929;594;1;1;Comas;Tradicional
F3C899;530;1;1;Comas;Tradicional
F6W887;578;1;1;Comas;Tradicional
A4Y875;570;1;1;Comas;Tradicional
F1F921;590;1;1;Comas;Tradicional
F1F929;596;1;1;Comas;Tradicional
A4X938;2;1;1;Comas;NULO
F4V765;636;1;1;Comas;Tradicional
D9D933;601;1;1;Comas;Tradicional
ASI779;691;1;1;Comas;Tradicional
F4T834;604;1;1;Comas;Tradicional
F1A919;747;1;1;Comas;Tradicional
F4T831;708;1;1;Comas;Tradicional
F3C900;561;1;1;Comas;Tradicional
ASI750;719;1;1;Comas;Tradicional
F3C912;605;1;1;Comas;Tradicional
B9S741;478;1;0;Comas;Tradicional
B9S741;522;1;0;Comas;Tradicional
B9S741;547;1;1;Comas;Tradicional
B7Y838;600;1;1;Comas;Tradicional
F4U933;622;1;1;Comas;Tradicional
ASI776;542;1;1;Comas;Tradicional
ASI837;742;1;1;Comas;Tradicional
F2X797;536;1;1;Comas;Tradicional
F4S910;647;1;1;Comas;Tradicional
F1B791;710;1;1;Comas;Tradicional
F4S824;564;1;1;Comas;Tradicional
F1A918;679;1;1;Comas;Tradicional
B9F887;513;1;1;Comas;Tradicional
F4T749;679;1;1;Comas;Tradicional
D6E758;679;1;1;Comas;Tradicional
D4K756;822;1;1;Comas;Tradicional
F1G756;854;1;1;Comas;Tradicional
F1G701;742;1;1;Comas;Tradicional
D4Q705;794;1;1;Comas;Tradicional
F4S843;674;1;1;Comas;Tradicional
F1D845;440;1;0;Comas;Tradicional
F1D845;890;1;1;Comas;Tradicional
ASE867;879;1;1;Comas;Tradicional
ASB766;817;1;1;Comas;Tradicional
D0V717;573;1;1;Comas;Tradicional
D0Y713;663;1;1;Comas;Tradicional
ASB839;721;1;1;Comas;Tradicional
F3R889;795;1;1;Comas;Tradicional
F1G758;759;1;1;Comas;Tradicional
F5I947;719;1;1;Comas;Tradicional
F1F947;798;1;1;Comas;Tradicional
F1D843;544;1;0;Comas;Tradicional
F1D843;469;1;1;Comas;Tradicional
F1C802;779;1;1;Comas;Tradicional
B4O725;457;1;0;Comas;Tradicional
B4O725;472;1;0;Comas;Tradicional
B4O725;885;1;1;Comas;Tradicional
Y1C805;813;1;1;Comas;Tradicional
F1B795;744;1;1;Comas;Tradicional
D0Z940;535;1;1;Comas;Tradicional
F1B776;604;1;1;Comas;Tradicional
B9M899;652;1;1;Comas;Tradicional
A4X925;636;1;1;Comas;Tradicional
A4X929;638;1;1;Comas;Tradicional
F1F920;633;1;1;Comas;Tradicional
F3C899;623;1;1;Comas;Tradicional
F6W887;652;1;1;Comas;Tradicional
A4Y875;633;1;1;Comas;Tradicional
F1F921;694;1;1;Comas;Tradicional
F1F929;730;1;1;Comas;Tradicional
A4X938;1;1;1;Comas;NULO
F4U933;7.833333333;1;1;Comas;NULO
F4V765;585;1;1;Comas;Tradicional
F3C704;500;1;0;Comas;Tradicional
F3C704;507;1;1;Comas;Tradicional
F3C704;564;1;0;Comas;Tradicional
D9D933;789;1;1;Comas;Tradicional
ASI779;696;1;1;Comas;Tradicional
F4T834;644;1;1;Comas;Tradicional
F1A919;650;1;1;Comas;Tradicional
ASI712;594;1;1;Comas;Tradicional
F4T831;690;1;1;Comas;Tradicional
F3C900;713;1;1;Comas;Tradicional
ASI750;900;1;1;Comas;Tradicional
F3C912;620;1;1;Comas;Tradicional
B9S741;721;1;1;Comas;Tradicional
B9S741;565;1;0;Comas;Tradicional
B9S741;495;1;0;Comas;Tradicional
B7Y838;712;1;1;Comas;Tradicional
F4U933;647;1;1;Comas;Tradicional
ASI776;754;1;1;Comas;Tradicional
ASI837;699;1;1;Comas;Tradicional
F4S910;770;1;1;Comas;Tradicional
F1B791;752;1;1;Comas;Tradicional
F4S824;728;1;1;Comas;Tradicional
F1B800;735;1;1;Comas;Tradicional
F4S925;766;1;1;Comas;Tradicional
D0Z946;633;1;1;Comas;Tradicional
D0Z946;498;1;0;Comas;Tradicional
B9F887;698;1;1;Comas;Tradicional
F4T749;809;1;1;Comas;Tradicional
D6E758;791;1;1;Comas;Tradicional
D4K756;870;1;1;Comas;Tradicional
F1G756;736;1;1;Comas;Tradicional
F1G701;762;1;1;Comas;Tradicional
D4Q705;815;1;1;Comas;Tradicional
F4S843;830;1;1;Comas;Tradicional
F1D845;455;1;0;Comas;Tradicional
F1D845;1017;1;1;Comas;Tradicional
ASE867;778;1;1;Comas;Tradicional
ASB766;760;1;1;Comas;Tradicional
D0V717;785;1;1;Comas;Tradicional
D0Y713;902;1;1;Comas;Tradicional
ASB839;671;1;1;Comas;Tradicional
F3R889;573;1;1;Comas;Tradicional
F1G758;754;1;1;Comas;Tradicional
F5I947;553;1;1;Comas;Tradicional
F1C802;916;1;1;Comas;Tradicional
C8Y839;706;1;1;Comas;Tradicional
A4Y877;690;1;1;Comas;Tradicional
A4Y858;759;1;1;Comas;Tradicional
D0Z940;852;1;1;Comas;Tradicional
F1B776;675;1;1;Comas;Tradicional
B9M899;572;1;1;Comas;Tradicional
B8Q838;666;1;1;Comas;Tradicional
F1D832;574;1;1;Comas;Tradicional
A4X929;668;1;1;Comas;Tradicional
F3C899;700;1;1;Comas;Tradicional
F6W887;633;1;1;Comas;Tradicional
A4Y875;707;1;1;Comas;Tradicional
B4O725;545;1;1;Comas;Tradicional
D0V881;671;1;1;Comas;Tradicional
A4X938;1;1;1;Comas;NULO
A4X938;1;1;0;Comas;NULO
A4X938;1;1;0;Comas;NULO
F4V765;583;1;1;Comas;Tradicional
D9D933;627;1;1;Comas;Tradicional
ASI779;645;1;1;Comas;Tradicional
F4T834;559;1;1;Comas;Tradicional
F1A919;666;1;1;Comas;Tradicional
ASI712;616;1;1;Comas;Tradicional
F4T831;600;1;1;Comas;Tradicional
F3C900;461;1;1;Comas;Tradicional
ASI750;524;1;1;Comas;Tradicional
F3C912;555;1;1;Comas;Tradicional
B4O725;530;1;1;Comas;Tradicional
ASI776;477;1;1;Comas;Tradicional
ASI837;587;1;1;Comas;Tradicional
F2X797;588;1;1;Comas;Tradicional
F1B791;762;1;1;Comas;Tradicional
F4S824;490;1;1;Comas;Tradicional
F1B800;592;1;1;Comas;Tradicional
F4S925;531;1;1;Comas;Tradicional
B9F887;608;1;1;Comas;Tradicional
F4T749;653;1;1;Comas;Tradicional
D6E758;802;1;1;Comas;Tradicional
D4K756;670;1;1;Comas;Tradicional
F1G756;774;1;1;Comas;Tradicional
F1G701;628;1;1;Comas;Tradicional
D4Q705;701;1;1;Comas;Tradicional
F4S843;639;1;1;Comas;Tradicional
ASE867;717;1;1;Comas;Tradicional
ASB766;719;1;1;Comas;Tradicional
D0V717;557;1;1;Comas;Tradicional
D0Y713;580;1;1;Comas;Tradicional
F1A918;606;1;1;Comas;Tradicional
F1G758;904;1;1;Comas;Tradicional
F1F947;647;1;1;Comas;Tradicional
F1B793;542;1;0;Comas;Tradicional
F1B793;770;1;1;Comas;Tradicional
F1B793;435;1;0;Comas;Tradicional
F1D843;706;1;1;Comas;Tradicional
F1D843;530;1;0;Comas;Tradicional
F1C802;560;1;1;Comas;Tradicional
D0Z754;513;1;0;Comas;Tradicional
D0Z754;560;1;1;Comas;Tradicional
C8Y839;587;1;1;Comas;Tradicional
Y1C805;649;1;1;Comas;Tradicional
F1B795;612;1;1;Comas;Tradicional
A4Y858;705;1;1;Comas;Tradicional
D0Z940;565;1;1;Comas;Tradicional
F1B776;550;1;1;Comas;Tradicional
B9M899;616;1;1;Comas;Tradicional
A4X925;576;1;1;Comas;Tradicional
A4X929;542;1;1;Comas;Tradicional
F1F920;533;1;1;Comas;Tradicional
F3C899;578;1;1;Comas;Tradicional
F6W887;571;1;1;Comas;Tradicional
A4Y875;516;1;1;Comas;Tradicional
F1F921;632;1;1;Comas;Tradicional
F1F929;605;1;1;Comas;Tradicional
A4X938;1;1;1;Comas;NULO
F4V765;598;1;1;Comas;Tradicional
F3C704;512;1;0;Comas;Tradicional
F3C704;510;1;1;Comas;Tradicional
F3C704;403;1;0;Comas;Tradicional
D9D933;585;1;1;Comas;Tradicional
ASI779;618;1;1;Comas;Tradicional
F1A919;616;1;1;Comas;Tradicional
ASI712;682;1;1;Comas;Tradicional
F4T831;585;1;1;Comas;Tradicional
B4O725;648;1;1;Comas;Tradicional
ASI750;678;1;1;Comas;Tradicional
F3C912;722;1;1;Comas;Tradicional
B9S741;399;1;0;Comas;Tradicional
B9S741;508;1;0;Comas;Tradicional
B9S741;489;1;1;Comas;Tradicional
B7Y838;602;1;1;Comas;Tradicional
ASI776;604;1;1;Comas;Tradicional
ASI837;538;1;1;Comas;Tradicional
F1B791;692;1;1;Comas;Tradicional
F4S824;585;1;1;Comas;Tradicional
F1B800;683;1;1;Comas;Tradicional
F4S925;713;1;1;Comas;Tradicional
D0Z946;782;1;1;Comas;Tradicional
D0Z946;418;1;0;Comas;Tradicional
B9F887;654;1;1;Comas;Tradicional
F4T749;674;1;1;Comas;Tradicional
D6E758;772;1;1;Comas;Tradicional
D4K756;640;1;1;Comas;Tradicional
F1G756;708;1;1;Comas;Tradicional
F1G701;676;1;1;Comas;Tradicional
D4Q705;719;1;1;Comas;Tradicional
F4S843;736;1;1;Comas;Tradicional
F1D845;456;1;0;Comas;Tradicional
F1D845;510;1;1;Comas;Tradicional
ASE867;706;1;1;Comas;Tradicional
ASB766;657;1;1;Comas;Tradicional
D0V717;648;1;1;Comas;Tradicional
D0Y713;799;1;1;Comas;Tradicional
ASB839;664;1;1;Comas;Tradicional
F3R889;635;1;1;Comas;Tradicional
F1G758;628;1;1;Comas;Tradicional
F5I947;773;1;1;Comas;Tradicional
F1B793;613;1;1;Comas;Tradicional
F1D843;423;1;0;Comas;Tradicional
F1D843;562;1;1;Comas;Tradicional
F1C802;750;1;1;Comas;Tradicional
D0Z754;637;1;1;Comas;Tradicional
C8Y839;622;1;1;Comas;Tradicional
F1B868;643;1;1;Comas;Tradicional
Y1C805;612;1;1;Comas;Tradicional
A4Y877;625;1;1;Comas;Tradicional
B9F890;625;1;1;Comas;Tradicional
A4Y858;736;1;1;Comas;Tradicional
D0Z940;643;1;1;Comas;Tradicional
F1B776;593;1;1;Comas;Tradicional
F1D832;687;1;1;Comas;Tradicional
B9M899;565;1;1;Comas;Tradicional
B8Q838;598;1;1;Comas;Tradicional
A4X925;621;1;1;Comas;Tradicional
A4X929;647;1;1;Comas;Tradicional
F1F920;588;1;1;Comas;Tradicional
F3C899;599;1;1;Comas;Tradicional
F6W887;599;1;1;Comas;Tradicional
A4Y875;576;1;1;Comas;Tradicional
F1F921;607;1;1;Comas;Tradicional
D0V881;715;1;1;Comas;Tradicional
F1F929;550;1;1;Comas;Tradicional
A4X938;1;1;1;Comas;NULO
F4V765;563;1;1;Comas;Tradicional
F3C704;1070;1;1;Comas;Tradicional
F3C704;552;1;0;Comas;Tradicional
D9D933;572;1;1;Comas;Tradicional
ASI779;638;1;1;Comas;Tradicional
F4T834;626;1;1;Comas;Tradicional
F1A919;628;1;1;Comas;Tradicional
ASI712;660;1;1;Comas;Tradicional
F4T831;679;1;1;Comas;Tradicional
F3C900;540;1;1;Comas;Tradicional
ASI750;618;1;1;Comas;Tradicional
F3C912;597;1;1;Comas;Tradicional
F1F947;552;1;1;Comas;Tradicional
F1F947;428;1;0;Comas;Tradicional
B7Y838;597;1;1;Comas;Tradicional
ASI776;530;1;1;Comas;Tradicional
ASI837;621;1;1;Comas;Tradicional
F2X797;554;1;1;Comas;Tradicional
F4S910;482;1;1;Comas;Tradicional
F1B791;735;1;1;Comas;Tradicional
F4S824;530;1;1;Comas;Tradicional
F4S925;651;1;1;Comas;Tradicional
D0Z946;376;1;0;Comas;Tradicional
D0Z946;482;1;1;Comas;Tradicional
D0Z946;404;1;0;Comas;Tradicional
B9F887;561;1;1;Comas;Tradicional
F4T749;642;1;1;Comas;Tradicional
D4K756;690;1;1;Comas;Tradicional
F1G756;707;1;1;Comas;Tradicional
F1G701;688;1;1;Comas;Tradicional
D4Q705;651;1;1;Comas;Tradicional
F4S843;586;1;1;Comas;Tradicional
F1D845;646;1;1;Comas;Tradicional
ASE867;682;1;1;Comas;Tradicional
ASB766;720;1;1;Comas;Tradicional
D0V717;578;1;1;Comas;Tradicional
D0Y713;628;1;1;Comas;Tradicional
ASB839;674;1;1;Comas;Tradicional
F3R889;631;1;1;Comas;Tradicional
F1G758;716;1;1;Comas;Tradicional
F5I947;598;1;1;Comas;Tradicional
F1B793;533;1;1;Comas;Tradicional
F1D843;449;1;0;Comas;Tradicional
F1D843;477;1;1;Comas;Tradicional
F1C802;629;1;1;Comas;Tradicional
D0Z754;700;1;1;Comas;Tradicional
C8Y839;601;1;1;Comas;Tradicional
F1B868;584;1;1;Comas;Tradicional
Y1C805;736;1;1;Comas;Tradicional
A4Y877;583;1;1;Comas;Tradicional
B9F890;598;1;1;Comas;Tradicional
A4Y858;588;1;1;Comas;Tradicional
D0Z940;491;1;1;Comas;Tradicional
F1B776;577;1;1;Comas;Tradicional
B9M899;572;1;1;Comas;Tradicional
B8Q838;614;1;1;Comas;Tradicional
A4X925;619;1;1;Comas;Tradicional
F1D832;591;1;1;Comas;Tradicional
F1F920;606;1;1;Comas;Tradicional
F3C899;517;1;1;Comas;Tradicional
F6W887;576;1;1;Comas;Tradicional
A4Y875;604;1;1;Comas;Tradicional
F1F921;604;1;1;Comas;Tradicional
D0V881;783;1;1;Comas;Tradicional
F1A918;564;1;1;Comas;Tradicional
F4V765;565;1;1;Comas;Tradicional
F3C704;480;1;1;Comas;Tradicional
F3C704;532;1;0;Comas;Tradicional
F3C704;503;1;0;Comas;Tradicional
D9D933;547;1;1;Comas;Tradicional
ASI779;578;1;1;Comas;Tradicional
F1A919;585;1;1;Comas;Tradicional
ASI712;645;1;1;Comas;Tradicional
F1F947;601;1;1;Comas;Tradicional
B4O725;559;1;1;Comas;Tradicional
ASI750;678;1;1;Comas;Tradicional
F3C912;628;1;1;Comas;Tradicional
B9S741;426;1;0;Comas;Tradicional
B9S741;477;1;0;Comas;Tradicional
B9S741;567;1;1;Comas;Tradicional
B7Y838;581;1;1;Comas;Tradicional
F4U933;624;1;1;Comas;Tradicional
ASI776;592;1;1;Comas;Tradicional
ASI837;555;1;1;Comas;Tradicional
F2X797;546;1;1;Comas;Tradicional
F4S910;676;1;1;Comas;Tradicional
F1B791;615;1;1;Comas;Tradicional
F4S824;654;1;1;Comas;Tradicional
F1B800;635;1;1;Comas;Tradicional
F4S925;593;1;1;Comas;Tradicional
D0Z946;317;1;0;Comas;Tradicional
D0Z946;1004;1;1;Comas;Tradicional
D0Z946;440;1;0;Comas;Tradicional
B9F887;583;1;1;Comas;Tradicional
F4T749;598;1;1;Comas;Tradicional
D4K756;628;1;1;Comas;Tradicional
F1G701;677;1;1;Comas;Tradicional
D4Q705;680;1;1;Comas;Tradicional
F4S843;696;1;1;Comas;Tradicional
F1D845;620;1;1;Comas;Tradicional
ASE867;647;1;1;Comas;Tradicional
ASB766;601;1;1;Comas;Tradicional
D0V717;605;1;1;Comas;Tradicional
D0Y713;749;1;1;Comas;Tradicional
ASB839;573;1;1;Comas;Tradicional
F3R889;551;1;1;Comas;Tradicional
F5I947;645;1;1;Comas;Tradicional
F1B793;631;1;1;Comas;Tradicional
F1D843;586;1;1;Comas;Tradicional
F1C802;703;1;1;Comas;Tradicional
D0Z754;594;1;1;Comas;Tradicional
C8Y839;616;1;1;Comas;Tradicional
Y1C805;623;1;1;Comas;Tradicional
A4Y877;619;1;1;Comas;Tradicional
F1B795;569;1;1;Comas;Tradicional
A4Y858;688;1;1;Comas;Tradicional
B9M899;611;1;1;Comas;Tradicional
B8Q838;577;1;1;Comas;Tradicional
D0V881;548;1;1;Comas;Tradicional
F1D832;535;1;1;Comas;Tradicional
F3C899;487;1;1;Comas;Tradicional
F6W887;586;1;1;Comas;Tradicional
A4Y875;592;1;1;Comas;Tradicional
F1F921;593;1;1;Comas;Tradicional
A4X938;1;1;1;Comas;NULO
F4V765;547;1;1;Comas;Tradicional
F3C704;536;1;0;Comas;Tradicional
F3C704;560;1;1;Comas;Tradicional
D9D933;593;1;1;Comas;Tradicional
ASI779;602;1;1;Comas;Tradicional
F1A919;537;1;1;Comas;Tradicional
ASI712;669;1;1;Comas;Tradicional
F1F947;573;1;1;Comas;Tradicional
F3C900;531;1;1;Comas;Tradicional
ASI750;581;1;1;Comas;Tradicional
F3C912;557;1;1;Comas;Tradicional
B9S741;445;1;1;Comas;Tradicional
B9S741;448;1;0;Comas;Tradicional
B7Y838;544;1;1;Comas;Tradicional
F4U933;570;1;1;Comas;Tradicional
ASI776;532;1;1;Comas;Tradicional
ASI837;649;1;1;Comas;Tradicional
F2X797;496;1;1;Comas;Tradicional
F4S910;563;1;1;Comas;Tradicional
F1B791;798;1;1;Comas;Tradicional
F4S824;553;1;1;Comas;Tradicional
F1B800;577;1;1;Comas;Tradicional
F4S925;523;1;1;Comas;Tradicional
D0Z946;507;1;1;Comas;Tradicional
D0Z946;492;1;0;Comas;Tradicional
D0Z946;412;1;0;Comas;Tradicional
B9F887;552;1;1;Comas;Tradicional
F4T749;629;1;1;Comas;Tradicional
D6E758;652;1;1;Comas;Tradicional
F1G756;738;1;1;Comas;Tradicional
F1G701;616;1;1;Comas;Tradicional
D4Q705;620;1;1;Comas;Tradicional
F4S843;685;1;1;Comas;Tradicional
F1D845;1038;1;1;Comas;Tradicional
F1D845;465;1;0;Comas;Tradicional
F1D845;655;1;0;Comas;Tradicional
ASE867;692;1;1;Comas;Tradicional
ASB766;677;1;1;Comas;Tradicional
D0V717;570;1;1;Comas;Tradicional
D0Y713;611;1;1;Comas;Tradicional
ASB839;643;1;1;Comas;Tradicional
F3R889;606;1;1;Comas;Tradicional
F1G758;698;1;1;Comas;Tradicional
F5I947;620;1;1;Comas;Tradicional
F1B793;642;1;1;Comas;Tradicional
F1D843;498;1;0;Comas;Tradicional
F1D843;716;1;1;Comas;Tradicional
F1D843;875;1;0;Comas;Tradicional
F1C802;666;1;1;Comas;Tradicional
C8Y839;556;1;1;Comas;Tradicional
F1B868;540;1;1;Comas;Tradicional
Y1C805;675;1;1;Comas;Tradicional
A4Y877;591;1;1;Comas;Tradicional
F1B795;630;1;1;Comas;Tradicional
D0Z940;479;1;1;Comas;Tradicional
F1B776;532;1;1;Comas;Tradicional
B9M899;547;1;1;Comas;Tradicional
B8Q838;582;1;1;Comas;Tradicional
D0V881;540;1;1;Comas;Tradicional
F1D832;567;1;1;Comas;Tradicional
F1F920;542;1;1;Comas;Tradicional
F3C899;577;1;1;Comas;Tradicional
F6W887;567;1;1;Comas;Tradicional
A4Y875;572;1;1;Comas;Tradicional
F1F921;602;1;1;Comas;Tradicional
F1B793;1;1;0;Comas;NULO
A4X938;101;1;1;Comas;Tradicional
F4V765;580;1;1;Comas;Tradicional
F3C704;712;1;1;Comas;Tradicional
F3C704;538;1;0;Comas;Tradicional
F3C704;436;1;0;Comas;Tradicional
D9D933;625;1;1;Comas;Tradicional
ASI779;632;1;1;Comas;Tradicional
F1F947;657;1;1;Comas;Tradicional
ASI712;570;1;1;Comas;Tradicional
F4T831;582;1;1;Comas;Tradicional
F3C900;599;1;1;Comas;Tradicional
ASI750;682;1;1;Comas;Tradicional
F3C912;663;1;1;Comas;Tradicional
F1A918;540;1;0;Comas;Tradicional
F1A918;345;1;0;Comas;Tradicional
F1A918;665;1;1;Comas;Tradicional
B7Y838;619;1;1;Comas;Tradicional
F4U933;640;1;1;Comas;Tradicional
ASI776;607;1;1;Comas;Tradicional
ASI837;547;1;1;Comas;Tradicional
F2X797;660;1;1;Comas;Tradicional
F4S910;633;1;1;Comas;Tradicional
F1B791;622;1;1;Comas;Tradicional
F4S824;617;1;1;Comas;Tradicional
F1B800;562;1;1;Comas;Tradicional
F4S925;663;1;1;Comas;Tradicional
D0Z946;474;1;1;Comas;Tradicional
D0Z946;359;1;0;Comas;Tradicional
B9F887;610;1;1;Comas;Tradicional
F4T749;669;1;1;Comas;Tradicional
D6E758;760;1;1;Comas;Tradicional
D4K756;671;1;1;Comas;Tradicional
F1D832;663;1;1;Comas;Tradicional
F1G701;693;1;1;Comas;Tradicional
D4Q705;679;1;1;Comas;Tradicional
F4S843;661;1;1;Comas;Tradicional
ASE867;590;1;1;Comas;Tradicional
ASB766;601;1;1;Comas;Tradicional
D0V717;593;1;1;Comas;Tradicional
D0Y713;645;1;1;Comas;Tradicional
ASB839;563;1;1;Comas;Tradicional
F3R889;604;1;1;Comas;Tradicional
F1G758;625;1;1;Comas;Tradicional
F5I947;674;1;1;Comas;Tradicional
F1B793;816;1;1;Comas;Tradicional
F1D843;453;1;0;Comas;Tradicional
F1D843;831;1;1;Comas;Tradicional
F1C802;843;1;1;Comas;Tradicional
D0Z754;461;1;1;Comas;Tradicional
C8Y839;611;1;1;Comas;Tradicional
Y1C805;626;1;1;Comas;Tradicional
A4Y877;553;1;1;Comas;Tradicional
F1B795;609;1;1;Comas;Tradicional
A4Y858;744;1;1;Comas;Tradicional
D0Z940;653;1;1;Comas;Tradicional
F1B776;715;1;1;Comas;Tradicional
B9M899;552;1;1;Comas;Tradicional
B8Q838;529;1;1;Comas;Tradicional
A4X925;611;1;1;Comas;Tradicional
A4X929;587;1;1;Comas;Tradicional
F3C899;607;1;1;Comas;Tradicional
F6W887;562;1;1;Comas;Tradicional
A4Y875;670;1;1;Comas;Tradicional
F1F921;567;1;1;Comas;Tradicional
D0V881;631;1;1;Comas;Tradicional
A4X938;1;1;0;Comas;NULO
A4X938;1;1;0;Comas;NULO
A4X938;1;1;0;Comas;NULO
A4X938;2;1;0;Comas;NULO
A4X938;1;1;0;Comas;NULO
A4X938;1;1;0;Comas;NULO
F4V765;483;2;1;Comas;Tradicional
D9D933;569;2;1;Comas;Tradicional
ASI779;625;2;1;Comas;Tradicional
F1A919;638;2;1;Comas;Tradicional
ASI712;640;2;1;Comas;Tradicional
F4T831;531;2;1;Comas;Tradicional
F3C900;498;2;1;Comas;Tradicional
ASI750;514;2;1;Comas;Tradicional
F3C912;500;2;1;Comas;Tradicional
F1A918;686;2;1;Comas;Tradicional
F1A918;640;2;0;Comas;Tradicional
B7Y838;456;2;1;Comas;Tradicional
ASI776;514;2;1;Comas;Tradicional
ASI837;550;2;1;Comas;Tradicional
F2X797;534;2;1;Comas;Tradicional
F4S910;496;2;1;Comas;Tradicional
F1B791;664;2;1;Comas;Tradicional
F1F947;519;2;1;Comas;Tradicional
F1B800;507;2;1;Comas;Tradicional
F4S925;518;2;1;Comas;Tradicional
D0Z946;397;2;0;Comas;Tradicional
D0Z946;395;2;0;Comas;Tradicional
D0Z946;551;2;1;Comas;Tradicional
B9F887;578;2;1;Comas;Tradicional
D6E758;698;2;1;Comas;Tradicional
D4K756;616;2;1;Comas;Tradicional
F1G756;676;2;1;Comas;Tradicional
F1G701;545;2;1;Comas;Tradicional
D4Q705;686;2;1;Comas;Tradicional
F4S843;566;2;1;Comas;Tradicional
ASE867;666;2;1;Comas;Tradicional
ASB766;607;2;1;Comas;Tradicional
D0V717;455;2;1;Comas;Tradicional
D0Y713;573;2;1;Comas;Tradicional
ASB839;591;2;1;Comas;Tradicional
F3R889;684;2;1;Comas;Tradicional
F1G758;807;2;1;Comas;Tradicional
F5I947;597;2;1;Comas;Tradicional
F1D843;407;2;0;Comas;Tradicional
F1D843;660;2;1;Comas;Tradicional
F1C802;599;2;1;Comas;Tradicional
D0Z754;574;2;1;Comas;Tradicional
C8Y839;495;2;1;Comas;Tradicional
Y1C805;620;2;1;Comas;Tradicional
B9F890;636;2;1;Comas;Tradicional
F1B795;583;2;1;Comas;Tradicional
D0Z940;562;2;1;Comas;Tradicional
F1B776;556;2;1;Comas;Tradicional
B9M899;611;2;1;Comas;Tradicional
A4X925;547;2;1;Comas;Tradicional
A4X929;556;2;1;Comas;Tradicional
F1F920;527;2;1;Comas;Tradicional
F3C899;519;2;1;Comas;Tradicional
F6W887;541;2;1;Comas;Tradicional
A4Y875;516;2;1;Comas;Tradicional
F1F929;523;2;1;Comas;Tradicional
F4V765;597;2;1;Comas;Tradicional
F3C704;399;2;0;Comas;Tradicional
F3C704;519;2;1;Comas;Tradicional
F3C704;536;2;0;Comas;Tradicional
D9D933;618;2;1;Comas;Tradicional
ASI779;653;2;1;Comas;Tradicional
F4T834;679;2;1;Comas;Tradicional
F1A919;669;2;1;Comas;Tradicional
ASI712;603;2;1;Comas;Tradicional
F4T831;638;2;1;Comas;Tradicional
F3C900;633;2;1;Comas;Tradicional
ASI750;738;2;1;Comas;Tradicional
F3C912;650;2;1;Comas;Tradicional
B9S741;620;2;0;Comas;Tradicional
B9S741;560;2;1;Comas;Tradicional
B9S741;483;2;0;Comas;Tradicional
B7Y838;624;2;1;Comas;Tradicional
ASI776;651;2;1;Comas;Tradicional
ASI837;631;2;1;Comas;Tradicional
F2X797;685;2;1;Comas;Tradicional
F4S910;689;2;1;Comas;Tradicional
F1B791;625;2;1;Comas;Tradicional
F4S824;702;2;1;Comas;Tradicional
